"","file_das","line_num","Cruise","Event","DateTime_UTC","Lat","Lon","Mode","OnEffort","EffortDot","EffType","SpdKt","Bft","SegID"
"2","DASALL2024 (8).das",2,1652,"R",2024-07-24 22:48:31,32.709,-117.4485,"P",TRUE,TRUE,"S",NA,NA,1
"3","DASALL2024 (8).das",3,1652,"P",2024-07-24 22:48:31,32.7098333333333,-117.450333333333,"P",TRUE,TRUE,"S",NA,NA,1
"6","DASALL2024 (8).das",6,1652,"V",2024-07-24 22:48:31,32.7118333333333,-117.454166666667,"P",TRUE,TRUE,"S",NA,4,1
"7","DASALL2024 (8).das",7,1652,"W",2024-07-24 22:48:31,32.7118333333333,-117.454166666667,"P",TRUE,TRUE,"S",NA,4,1
"8","DASALL2024 (8).das",8,1652,"N",2024-07-24 22:48:31,32.7133333333333,-117.457333333333,"P",TRUE,TRUE,"S",8.9,4,1
"9","DASALL2024 (8).das",9,1652,"*",2024-07-24 22:52:56,32.7136666666667,-117.457833333333,"P",TRUE,TRUE,"S",8.9,4,1
"10","DASALL2024 (8).das",10,1652,"E",2024-07-24 22:54:25,32.716,-117.462333333333,"P",TRUE,TRUE,"S",8.9,4,1
"13","DASALL2024 (8).das",13,1652,"R",2024-07-24 22:55:26,32.7173333333333,-117.464833333333,"C",TRUE,TRUE,"S",NA,NA,2
"14","DASALL2024 (8).das",14,1652,"P",2024-07-24 22:55:26,32.7175,-117.465166666667,"C",TRUE,TRUE,"S",NA,NA,2
"15","DASALL2024 (8).das",15,1652,"V",2024-07-24 22:55:26,32.7188333333333,-117.467833333333,"C",TRUE,TRUE,"S",NA,5,2
"16","DASALL2024 (8).das",16,1652,"W",2024-07-24 22:55:26,32.7188333333333,-117.467833333333,"C",TRUE,TRUE,"S",NA,5,2
"17","DASALL2024 (8).das",17,1652,"N",2024-07-24 22:55:26,32.719,-117.468,"C",TRUE,TRUE,"S",8.9,5,2
"18","DASALL2024 (8).das",18,1652,"*",2024-07-24 22:57:38,32.72,-117.469833333333,"C",TRUE,TRUE,"S",8.9,5,2
"19","DASALL2024 (8).das",19,1652,"*",2024-07-24 22:59:38,32.7226666666667,-117.475,"C",TRUE,TRUE,"S",8.9,5,2
"20","DASALL2024 (8).das",20,1652,"*",2024-07-24 23:01:38,32.7255,-117.480166666667,"C",TRUE,TRUE,"S",8.9,5,2
"21","DASALL2024 (8).das",21,1652,"P",2024-07-24 23:01:27,32.726,-117.481,"C",TRUE,TRUE,"S",8.9,5,2
"22","DASALL2024 (8).das",22,1652,"V",2024-07-24 23:01:27,32.726,-117.481166666667,"C",TRUE,TRUE,"S",8.9,5,2
"23","DASALL2024 (8).das",23,1652,"W",2024-07-24 23:01:27,32.726,-117.481166666667,"C",TRUE,TRUE,"S",8.9,5,2
"24","DASALL2024 (8).das",24,1652,"N",2024-07-24 23:01:27,32.726,-117.481333333333,"C",TRUE,TRUE,"S",9.1,5,2
"25","DASALL2024 (8).das",25,1652,"*",2024-07-24 23:03:38,32.7281666666667,-117.485333333333,"C",TRUE,TRUE,"S",9.1,5,2
"26","DASALL2024 (8).das",26,1652,"*",2024-07-24 23:05:38,32.7308333333333,-117.4905,"C",TRUE,TRUE,"S",9.1,5,2
"27","DASALL2024 (8).das",27,1652,"*",2024-07-24 23:07:38,32.734,-117.495166666667,"C",TRUE,TRUE,"S",9.1,5,2
"28","DASALL2024 (8).das",28,1652,"S",2024-07-24 23:07:09,32.7355,-117.497666666667,"C",TRUE,TRUE,"S",9.1,5,2
"29","DASALL2024 (8).das",29,1652,"A",2024-07-24 23:07:09,32.7355,-117.497666666667,"C",TRUE,TRUE,"S",9.1,5,2
"30","DASALL2024 (8).das",30,1652,"1",2024-07-24 23:07:09,32.7355,-117.497666666667,"C",TRUE,FALSE,"S",9.1,5,2
"31","DASALL2024 (8).das",31,1652,"2",2024-07-24 23:07:09,32.7355,-117.497666666667,"C",TRUE,FALSE,"S",9.1,5,2
"32","DASALL2024 (8).das",32,1652,"3",2024-07-24 23:07:09,32.7355,-117.497666666667,"C",TRUE,FALSE,"S",9.1,5,2
"33","DASALL2024 (8).das",33,1652,"*",2024-07-24 23:09:38,32.737,-117.500166666667,"C",TRUE,TRUE,"S",9.1,5,2
"34","DASALL2024 (8).das",34,1652,"E",2024-07-24 23:10:27,32.7395,-117.503833333333,"C",TRUE,TRUE,"S",9.1,5,2
"38","DASALL2024 (8).das",38,1652,"R",2024-07-24 23:48:52,32.7771666666667,-117.565833333333,"C",TRUE,TRUE,"S",NA,NA,3
"39","DASALL2024 (8).das",39,1652,"P",2024-07-24 23:48:52,32.7775,-117.566666666667,"C",TRUE,TRUE,"S",NA,NA,3
"40","DASALL2024 (8).das",40,1652,"*",2024-07-24 23:52:50,32.7798333333333,-117.571,"C",TRUE,TRUE,"S",NA,NA,3
"41","DASALL2024 (8).das",41,1652,"*",2024-07-24 23:54:50,32.7825,-117.576,"C",TRUE,TRUE,"S",NA,NA,3
"42","DASALL2024 (8).das",42,1652,"V",2024-07-24 23:48:52,32.7826666666667,-117.576333333333,"C",TRUE,TRUE,"S",NA,5,3
"43","DASALL2024 (8).das",43,1652,"W",2024-07-24 23:48:52,32.7826666666667,-117.576333333333,"C",TRUE,TRUE,"S",NA,5,3
"44","DASALL2024 (8).das",44,1652,"N",2024-07-24 23:48:52,32.7828333333333,-117.5765,"C",TRUE,TRUE,"S",9.4,5,3
"45","DASALL2024 (8).das",45,1652,"*",2024-07-24 23:56:50,32.7851666666667,-117.581333333333,"C",TRUE,TRUE,"S",9.4,5,3
"47","DASALL2024 (8).das",47,1652,"N",2024-07-24 23:54:55,32.7856666666667,-117.582333333333,"C",TRUE,TRUE,"S",9.2,5,3
"48","DASALL2024 (8).das",48,1652,"*",2024-07-24 23:58:50,32.7876666666667,-117.5865,"C",TRUE,TRUE,"S",9.2,5,3
"49","DASALL2024 (8).das",49,1652,"*",2024-07-25 00:00:50,32.7903333333333,-117.591666666667,"C",TRUE,TRUE,"S",9.2,5,3
"50","DASALL2024 (8).das",50,1652,"*",2024-07-25 00:02:50,32.7928333333333,-117.597,"C",TRUE,TRUE,"S",9.2,5,3
"51","DASALL2024 (8).das",51,1652,"*",2024-07-25 00:04:50,32.7953333333333,-117.602166666667,"C",TRUE,TRUE,"S",9.2,5,3
"52","DASALL2024 (8).das",52,1652,"*",2024-07-25 00:06:50,32.7978333333333,-117.6075,"C",TRUE,TRUE,"S",9.2,5,3
"53","DASALL2024 (8).das",53,1652,"P",2024-07-25 00:07:03,32.7988333333333,-117.609166666667,"C",TRUE,TRUE,"S",9.2,5,3
"54","DASALL2024 (8).das",54,1652,"*",2024-07-25 00:08:50,32.8005,-117.612666666667,"C",TRUE,TRUE,"S",9.2,5,3
"55","DASALL2024 (8).das",55,1652,"*",2024-07-25 00:10:50,32.803,-117.618,"C",TRUE,TRUE,"S",9.2,5,3
"56","DASALL2024 (8).das",56,1652,"*",2024-07-25 00:12:50,32.8055,-117.623333333333,"C",TRUE,TRUE,"S",9.2,5,3
"57","DASALL2024 (8).das",57,1652,"*",2024-07-25 00:14:50,32.808,-117.628666666667,"C",TRUE,TRUE,"S",9.2,5,3
"58","DASALL2024 (8).das",58,1652,"V",2024-07-25 00:07:03,32.8085,-117.629833333333,"C",TRUE,TRUE,"S",9.2,5,3
"59","DASALL2024 (8).das",59,1652,"W",2024-07-25 00:07:03,32.8085,-117.629833333333,"C",TRUE,TRUE,"S",9.2,5,3
"60","DASALL2024 (8).das",60,1652,"N",2024-07-25 00:07:03,32.8086666666667,-117.630166666667,"C",TRUE,TRUE,"S",9.2,5,3
"61","DASALL2024 (8).das",61,1652,"*",2024-07-25 00:16:50,32.8103333333333,-117.633833333333,"C",TRUE,TRUE,"S",9.2,5,3
"62","DASALL2024 (8).das",62,1652,"*",2024-07-25 00:18:50,32.8126666666667,-117.639166666667,"C",TRUE,TRUE,"S",9.2,5,3
"63","DASALL2024 (8).das",63,1652,"*",2024-07-25 00:20:50,32.8151666666667,-117.6445,"C",TRUE,TRUE,"S",9.2,5,3
"64","DASALL2024 (8).das",64,1652,"P",2024-07-25 00:20:21,32.8151666666667,-117.6445,"C",TRUE,TRUE,"S",9.2,5,3
"65","DASALL2024 (8).das",65,1652,"V",2024-07-25 00:20:21,32.8163333333333,-117.647166666667,"C",TRUE,TRUE,"S",9.2,5,3
"66","DASALL2024 (8).das",66,1652,"W",2024-07-25 00:20:21,32.8163333333333,-117.647166666667,"C",TRUE,TRUE,"S",9.2,5,3
"67","DASALL2024 (8).das",67,1652,"N",2024-07-25 00:20:21,32.8163333333333,-117.647166666667,"C",TRUE,TRUE,"S",8.9,5,3
"69","DASALL2024 (8).das",69,1652,"*",2024-07-25 00:22:50,32.8175,-117.649833333333,"C",TRUE,TRUE,"S",8.9,5,3
"71","DASALL2024 (8).das",71,1652,"*",2024-07-25 00:24:50,32.82,-117.655166666667,"C",TRUE,TRUE,"S",8.9,5,3
"72","DASALL2024 (8).das",72,1652,"*",2024-07-25 00:26:50,32.8223333333333,-117.6605,"C",TRUE,TRUE,"S",8.9,5,3
"73","DASALL2024 (8).das",73,1652,"*",2024-07-25 00:28:50,32.8248333333333,-117.666,"C",TRUE,TRUE,"S",8.9,5,3
"74","DASALL2024 (8).das",74,1652,"*",2024-07-25 00:30:50,32.8271666666667,-117.671333333333,"C",TRUE,TRUE,"S",8.9,5,3
"75","DASALL2024 (8).das",75,1652,"P",2024-07-25 00:32:29,32.8293333333333,-117.676166666667,"C",TRUE,TRUE,"S",8.9,5,3
"76","DASALL2024 (8).das",76,1652,"V",2024-07-25 00:32:29,32.8295,-117.6765,"C",TRUE,TRUE,"S",8.9,5,3
"77","DASALL2024 (8).das",77,1652,"W",2024-07-25 00:32:29,32.8295,-117.6765,"C",TRUE,TRUE,"S",8.9,5,3
"78","DASALL2024 (8).das",78,1652,"N",2024-07-25 00:32:29,32.8295,-117.6765,"C",TRUE,TRUE,"S",9.3,5,3
"79","DASALL2024 (8).das",79,1652,"*",2024-07-25 00:32:50,32.8295,-117.676666666667,"C",TRUE,TRUE,"S",9.3,5,3
"80","DASALL2024 (8).das",80,1652,"*",2024-07-25 00:34:50,32.832,-117.682,"C",TRUE,TRUE,"S",9.3,5,3
"81","DASALL2024 (8).das",81,1652,"*",2024-07-25 00:36:50,32.8346666666667,-117.687,"C",TRUE,TRUE,"S",9.3,5,3
"82","DASALL2024 (8).das",82,1652,"*",2024-07-25 00:38:50,32.8375,-117.692166666667,"C",TRUE,TRUE,"S",9.3,5,3
"83","DASALL2024 (8).das",83,1652,"*",2024-07-25 00:40:50,32.8403333333333,-117.697166666667,"C",TRUE,TRUE,"S",9.3,5,3
"84","DASALL2024 (8).das",84,1652,"*",2024-07-25 00:42:50,32.843,-117.702166666667,"C",TRUE,TRUE,"S",9.3,5,3
"85","DASALL2024 (8).das",85,1652,"*",2024-07-25 00:44:50,32.8458333333333,-117.707166666667,"C",TRUE,TRUE,"S",9.3,5,3
"86","DASALL2024 (8).das",86,1652,"*",2024-07-25 00:46:50,32.8485,-117.712166666667,"C",TRUE,TRUE,"S",9.3,5,3
"87","DASALL2024 (8).das",87,1652,"*",2024-07-25 00:48:50,32.851,-117.717333333333,"C",TRUE,TRUE,"S",9.3,5,3
"88","DASALL2024 (8).das",88,1652,"*",2024-07-25 00:50:50,32.853,-117.723,"C",TRUE,TRUE,"S",9.3,5,3
"89","DASALL2024 (8).das",89,1652,"*",2024-07-25 00:52:50,32.855,-117.728666666667,"C",TRUE,TRUE,"S",9.3,5,3
"90","DASALL2024 (8).das",90,1652,"*",2024-07-25 00:54:50,32.857,-117.734333333333,"C",TRUE,TRUE,"S",9.3,5,3
"91","DASALL2024 (8).das",91,1652,"*",2024-07-25 00:56:50,32.859,-117.74,"C",TRUE,TRUE,"S",9.3,5,3
"92","DASALL2024 (8).das",92,1652,"*",2024-07-25 00:58:50,32.861,-117.745666666667,"C",TRUE,TRUE,"S",9.3,5,3
"93","DASALL2024 (8).das",93,1652,"*",2024-07-25 01:00:50,32.863,-117.751333333333,"C",TRUE,TRUE,"S",9.3,5,3
"94","DASALL2024 (8).das",94,1652,"P",2024-07-25 01:01:05,32.8636666666667,-117.753333333333,"C",TRUE,TRUE,"S",9.3,5,3
"95","DASALL2024 (8).das",95,1652,"*",2024-07-25 01:02:50,32.865,-117.757166666667,"C",TRUE,TRUE,"S",9.3,5,3
"96","DASALL2024 (8).das",96,1652,"V",2024-07-25 01:01:05,32.865,-117.757166666667,"C",TRUE,TRUE,"S",9.3,5,3
"97","DASALL2024 (8).das",97,1652,"W",2024-07-25 01:01:05,32.865,-117.757166666667,"C",TRUE,TRUE,"S",9.3,5,3
"98","DASALL2024 (8).das",98,1652,"N",2024-07-25 01:01:05,32.865,-117.757333333333,"C",TRUE,TRUE,"S",9.4,5,3
"99","DASALL2024 (8).das",99,1652,"*",2024-07-25 01:04:50,32.867,-117.763,"C",TRUE,TRUE,"S",9.4,5,3
"100","DASALL2024 (8).das",100,1652,"*",2024-07-25 01:06:50,32.8688333333333,-117.768666666667,"C",TRUE,TRUE,"S",9.4,5,3
"101","DASALL2024 (8).das",101,1652,"*",2024-07-25 01:08:50,32.8708333333333,-117.7745,"C",TRUE,TRUE,"S",9.4,5,3
"103","DASALL2024 (8).das",103,1652,"*",2024-07-25 01:10:50,32.8728333333333,-117.780333333333,"C",TRUE,TRUE,"S",9.4,5,3
"104","DASALL2024 (8).das",104,1652,"*",2024-07-25 01:12:50,32.8748333333333,-117.786166666667,"C",TRUE,TRUE,"S",9.4,5,3
"105","DASALL2024 (8).das",105,1652,"*",2024-07-25 01:14:50,32.8768333333333,-117.792,"C",TRUE,TRUE,"S",9.4,5,3
"106","DASALL2024 (8).das",106,1652,"*",2024-07-25 01:16:50,32.8788333333333,-117.797833333333,"C",TRUE,TRUE,"S",9.4,5,3
"107","DASALL2024 (8).das",107,1652,"*",2024-07-25 01:18:50,32.881,-117.803666666667,"C",TRUE,TRUE,"S",9.4,5,3
"108","DASALL2024 (8).das",108,1652,"*",2024-07-25 01:20:50,32.883,-117.8095,"C",TRUE,TRUE,"S",9.4,5,3
"109","DASALL2024 (8).das",109,1652,"*",2024-07-25 01:22:50,32.885,-117.815333333333,"C",TRUE,TRUE,"S",9.4,5,3
"110","DASALL2024 (8).das",110,1652,"*",2024-07-25 01:24:50,32.887,-117.821166666667,"C",TRUE,TRUE,"S",9.4,5,3
"111","DASALL2024 (8).das",111,1652,"*",2024-07-25 01:26:50,32.889,-117.827,"C",TRUE,TRUE,"S",9.4,5,3
"112","DASALL2024 (8).das",112,1652,"*",2024-07-25 01:28:50,32.891,-117.832833333333,"C",TRUE,TRUE,"S",9.4,5,3
"113","DASALL2024 (8).das",113,1652,"*",2024-07-25 01:30:50,32.893,-117.838666666667,"C",TRUE,TRUE,"S",9.4,5,3
"114","DASALL2024 (8).das",114,1652,"*",2024-07-25 01:32:50,32.8951666666667,-117.8445,"C",TRUE,TRUE,"S",9.4,5,3
"115","DASALL2024 (8).das",115,1652,"*",2024-07-25 01:34:50,32.8971666666667,-117.850333333333,"C",TRUE,TRUE,"S",9.4,5,3
"116","DASALL2024 (8).das",116,1652,"*",2024-07-25 01:36:50,32.8991666666667,-117.856166666667,"C",TRUE,TRUE,"S",9.4,5,3
"117","DASALL2024 (8).das",117,1652,"*",2024-07-25 01:38:50,32.9013333333333,-117.862166666667,"C",TRUE,TRUE,"S",9.4,5,3
"118","DASALL2024 (8).das",118,1652,"*",2024-07-25 01:40:50,32.9033333333333,-117.868,"C",TRUE,TRUE,"S",9.4,5,3
"119","DASALL2024 (8).das",119,1652,"P",2024-07-25 01:40:26,32.904,-117.869833333333,"C",TRUE,TRUE,"S",9.4,5,3
"120","DASALL2024 (8).das",120,1652,"V",2024-07-25 01:40:26,32.9041666666667,-117.8705,"C",TRUE,TRUE,"S",9.4,5,3
"121","DASALL2024 (8).das",121,1652,"W",2024-07-25 01:40:26,32.9041666666667,-117.8705,"C",TRUE,TRUE,"S",9.4,5,3
"122","DASALL2024 (8).das",122,1652,"N",2024-07-25 01:40:26,32.9041666666667,-117.870666666667,"C",TRUE,TRUE,"S",9.8,5,3
"123","DASALL2024 (8).das",123,1652,"*",2024-07-25 01:42:50,32.9053333333333,-117.874,"C",TRUE,TRUE,"S",9.8,5,3
"124","DASALL2024 (8).das",124,1652,"*",2024-07-25 01:44:50,32.9075,-117.88,"C",TRUE,TRUE,"S",9.8,5,3
"125","DASALL2024 (8).das",125,1652,"*",2024-07-25 01:46:50,32.9095,-117.885833333333,"C",TRUE,TRUE,"S",9.8,5,3
"126","DASALL2024 (8).das",126,1652,"*",2024-07-25 01:48:50,32.9116666666667,-117.891833333333,"C",TRUE,TRUE,"S",9.8,5,3
"127","DASALL2024 (8).das",127,1652,"*",2024-07-25 01:50:50,32.9136666666667,-117.897833333333,"C",TRUE,TRUE,"S",9.8,5,3
"128","DASALL2024 (8).das",128,1652,"*",2024-07-25 01:52:50,32.9156666666667,-117.903833333333,"C",TRUE,TRUE,"S",9.8,5,3
"129","DASALL2024 (8).das",129,1652,"*",2024-07-25 01:54:50,32.9176666666667,-117.909833333333,"C",TRUE,TRUE,"S",9.8,5,3
"130","DASALL2024 (8).das",130,1652,"*",2024-07-25 01:56:50,32.9198333333333,-117.915666666667,"C",TRUE,TRUE,"S",9.8,5,3
"131","DASALL2024 (8).das",131,1652,"*",2024-07-25 01:58:50,32.9218333333333,-117.921666666667,"C",TRUE,TRUE,"S",9.8,5,3
"132","DASALL2024 (8).das",132,1652,"*",2024-07-25 02:00:50,32.9238333333333,-117.9275,"C",TRUE,TRUE,"S",9.8,5,3
"133","DASALL2024 (8).das",133,1652,"*",2024-07-25 02:02:50,32.9243333333333,-117.928333333333,"C",TRUE,TRUE,"S",9.8,5,3
"134","DASALL2024 (8).das",134,1652,"*",2024-07-25 02:04:50,32.9243333333333,-117.928333333333,"C",TRUE,TRUE,"S",9.8,5,3
"135","DASALL2024 (8).das",135,1652,"*",2024-07-25 02:06:50,32.9243333333333,-117.928333333333,"C",TRUE,TRUE,"S",9.8,5,3
"136","DASALL2024 (8).das",136,1652,"*",2024-07-25 02:08:50,32.9243333333333,-117.928333333333,"C",TRUE,TRUE,"S",9.8,5,3
"137","DASALL2024 (8).das",137,1652,"*",2024-07-25 02:10:50,32.9243333333333,-117.928333333333,"C",TRUE,TRUE,"S",9.8,5,3
"138","DASALL2024 (8).das",138,1652,"*",2024-07-25 02:12:50,32.9243333333333,-117.928333333333,"C",TRUE,TRUE,"S",9.8,5,3
"139","DASALL2024 (8).das",139,1652,"E",2024-07-25 02:12:50,32.9243333333333,-117.928333333333,"C",TRUE,TRUE,"S",9.8,5,3
"174","DASALL2024 (8).das",174,1652,"R",2024-07-25 19:24:37,33.9766666666667,-121.006,"C",TRUE,TRUE,"S",NA,NA,4
"175","DASALL2024 (8).das",175,1652,"P",2024-07-25 19:24:37,33.977,-121.006833333333,"C",TRUE,TRUE,"S",NA,NA,4
"176","DASALL2024 (8).das",176,1652,"*",2024-07-25 19:27:31,33.9783333333333,-121.010333333333,"C",TRUE,TRUE,"S",NA,NA,4
"177","DASALL2024 (8).das",177,1652,"*",2024-07-25 19:29:31,33.9803333333333,-121.016166666667,"C",TRUE,TRUE,"S",NA,NA,4
"178","DASALL2024 (8).das",178,1652,"V",2024-07-25 19:24:37,33.9803333333333,-121.016333333333,"C",TRUE,TRUE,"S",NA,5,4
"179","DASALL2024 (8).das",179,1652,"W",2024-07-25 19:24:37,33.9803333333333,-121.016333333333,"C",TRUE,TRUE,"S",NA,5,4
"180","DASALL2024 (8).das",180,1652,"N",2024-07-25 19:24:37,33.9805,-121.016333333333,"C",TRUE,TRUE,"S",8.8,5,4
"181","DASALL2024 (8).das",181,1652,"*",2024-07-25 19:31:31,33.9823333333333,-121.022166666667,"C",TRUE,TRUE,"S",8.8,5,4
"182","DASALL2024 (8).das",182,1652,"*",2024-07-25 19:33:31,33.9843333333333,-121.028,"C",TRUE,TRUE,"S",8.8,5,4
"183","DASALL2024 (8).das",183,1652,"*",2024-07-25 19:35:31,33.9861666666667,-121.033833333333,"C",TRUE,TRUE,"S",8.8,5,4
"184","DASALL2024 (8).das",184,1652,"*",2024-07-25 19:37:31,33.9881666666667,-121.0395,"C",TRUE,TRUE,"S",8.8,5,4
"185","DASALL2024 (8).das",185,1652,"*",2024-07-25 19:39:31,33.99,-121.0455,"C",TRUE,TRUE,"S",8.8,5,4
"186","DASALL2024 (8).das",186,1652,"*",2024-07-25 19:41:31,33.992,-121.051333333333,"C",TRUE,TRUE,"S",8.8,5,4
"187","DASALL2024 (8).das",187,1652,"P",2024-07-25 19:41:35,33.9923333333333,-121.052333333333,"C",TRUE,TRUE,"S",8.8,5,4
"188","DASALL2024 (8).das",188,1652,"*",2024-07-25 19:43:31,33.9941666666667,-121.056833333333,"C",TRUE,TRUE,"S",8.8,5,4
"189","DASALL2024 (8).das",189,1652,"V",2024-07-25 19:41:35,33.9953333333333,-121.06,"C",TRUE,TRUE,"S",8.8,5,4
"190","DASALL2024 (8).das",190,1652,"W",2024-07-25 19:41:35,33.9953333333333,-121.06,"C",TRUE,TRUE,"S",8.8,5,4
"191","DASALL2024 (8).das",191,1652,"N",2024-07-25 19:41:35,33.9955,-121.060166666667,"C",TRUE,TRUE,"S",8.9,5,4
"192","DASALL2024 (8).das",192,1652,"*",2024-07-25 19:45:31,33.9963333333333,-121.062333333333,"C",TRUE,TRUE,"S",8.9,5,4
"193","DASALL2024 (8).das",193,1652,"*",2024-07-25 19:47:31,33.9986666666667,-121.067833333333,"C",TRUE,TRUE,"S",8.9,5,4
"195","DASALL2024 (8).das",195,1652,"S",2024-07-25 19:48:28,34.0023333333333,-121.0765,"C",TRUE,TRUE,"S",8.9,5,4
"196","DASALL2024 (8).das",196,1652,"A",2024-07-25 19:48:28,34.0023333333333,-121.0765,"C",TRUE,TRUE,"S",8.9,5,4
"198","DASALL2024 (8).das",198,1652,"*",2024-07-25 19:51:31,34.0033333333333,-121.078833333333,"C",TRUE,TRUE,"S",8.9,5,4
"199","DASALL2024 (8).das",199,1652,"*",2024-07-25 19:53:31,34.0055,-121.084333333333,"C",TRUE,TRUE,"S",8.9,5,4
"200","DASALL2024 (8).das",200,1652,"*",2024-07-25 19:55:31,34.0078333333333,-121.089833333333,"C",TRUE,TRUE,"S",8.9,5,4
"201","DASALL2024 (8).das",201,1652,"*",2024-07-25 19:57:31,34.01,-121.0955,"C",TRUE,TRUE,"S",8.9,5,4
"202","DASALL2024 (8).das",202,1652,"S",2024-07-25 19:56:59,34.0118333333333,-121.098,"C",TRUE,TRUE,"S",8.9,5,4
"203","DASALL2024 (8).das",203,1652,"A",2024-07-25 19:56:59,34.0118333333333,-121.098,"C",TRUE,TRUE,"S",8.9,5,4
"204","DASALL2024 (8).das",204,1652,"E",2024-07-25 19:58:56,34.012,-121.098,"C",TRUE,TRUE,"S",8.9,5,4
"210","DASALL2024 (8).das",210,1652,"R",2024-07-25 20:28:56,34.0206666666667,-121.119333333333,"C",TRUE,TRUE,"S",NA,NA,5
"211","DASALL2024 (8).das",211,1652,"P",2024-07-25 20:28:56,34.0208333333333,-121.119833333333,"C",TRUE,TRUE,"S",NA,NA,5
"212","DASALL2024 (8).das",212,1652,"V",2024-07-25 20:28:56,34.0225,-121.124166666667,"C",TRUE,TRUE,"S",NA,5,5
"213","DASALL2024 (8).das",213,1652,"W",2024-07-25 20:28:56,34.0225,-121.124166666667,"C",TRUE,TRUE,"S",NA,5,5
"214","DASALL2024 (8).das",214,1652,"N",2024-07-25 20:28:56,34.0225,-121.124166666667,"C",TRUE,TRUE,"S",9.1,5,5
"215","DASALL2024 (8).das",215,1652,"*",2024-07-25 20:31:01,34.0228333333333,-121.125,"C",TRUE,TRUE,"S",9.1,5,5
"216","DASALL2024 (8).das",216,1652,"*",2024-07-25 20:33:01,34.0248333333333,-121.130666666667,"C",TRUE,TRUE,"S",9.1,5,5
"217","DASALL2024 (8).das",217,1652,"*",2024-07-25 20:35:01,34.0268333333333,-121.136333333333,"C",TRUE,TRUE,"S",9.1,5,5
"218","DASALL2024 (8).das",218,1652,"*",2024-07-25 20:37:01,34.0288333333333,-121.142166666667,"C",TRUE,TRUE,"S",9.1,5,5
"219","DASALL2024 (8).das",219,1652,"*",2024-07-25 20:39:01,34.0306666666667,-121.148,"C",TRUE,TRUE,"S",9.1,5,5
"220","DASALL2024 (8).das",220,1652,"*",2024-07-25 20:41:01,34.0326666666667,-121.153833333333,"C",TRUE,TRUE,"S",9.1,5,5
"221","DASALL2024 (8).das",221,1652,"*",2024-07-25 20:43:01,34.0346666666667,-121.1595,"C",TRUE,TRUE,"S",9.1,5,5
"222","DASALL2024 (8).das",222,1652,"*",2024-07-25 20:43:07,34.035,-121.160166666667,"C",TRUE,TRUE,"S",9.1,5,5
"223","DASALL2024 (8).das",223,1652,"*",2024-07-25 20:43:07,34.0358333333333,-121.1615,"C",TRUE,TRUE,"S",9.1,5,5
"224","DASALL2024 (8).das",224,1652,"P",2024-07-25 20:43:07,34.036,-121.1615,"C",TRUE,TRUE,"S",9.1,5,5
"225","DASALL2024 (8).das",225,1652,"V",2024-07-25 20:43:07,34.0366666666667,-121.161833333333,"C",TRUE,TRUE,"S",9.1,5,5
"226","DASALL2024 (8).das",226,1652,"W",2024-07-25 20:43:07,34.0366666666667,-121.161833333333,"C",TRUE,TRUE,"S",9.1,5,5
"227","DASALL2024 (8).das",227,1652,"N",2024-07-25 20:43:07,34.0366666666667,-121.161833333333,"C",TRUE,TRUE,"S",8.7,5,5
"228","DASALL2024 (8).das",228,1652,"*",2024-07-25 20:45:01,34.0388333333333,-121.1625,"C",TRUE,TRUE,"S",8.7,5,5
"230","DASALL2024 (8).das",230,1652,"*",2024-07-25 20:47:01,34.0438333333333,-121.163833333333,"C",TRUE,TRUE,"S",8.7,5,5
"231","DASALL2024 (8).das",231,1652,"*",2024-07-25 20:49:01,34.049,-121.165166666667,"C",TRUE,TRUE,"S",8.7,5,5
"232","DASALL2024 (8).das",232,1652,"*",2024-07-25 20:51:01,34.0541666666667,-121.1665,"C",TRUE,TRUE,"S",8.7,5,5
"233","DASALL2024 (8).das",233,1652,"*",2024-07-25 20:53:01,34.0593333333333,-121.167666666667,"C",TRUE,TRUE,"S",8.7,5,5
"234","DASALL2024 (8).das",234,1652,"*",2024-07-25 20:55:01,34.0645,-121.168833333333,"C",TRUE,TRUE,"S",8.7,5,5
"235","DASALL2024 (8).das",235,1652,"*",2024-07-25 20:57:01,34.0698333333333,-121.17,"C",TRUE,TRUE,"S",8.7,5,5
"236","DASALL2024 (8).das",236,1652,"*",2024-07-25 20:59:01,34.075,-121.171166666667,"C",TRUE,TRUE,"S",8.7,5,5
"237","DASALL2024 (8).das",237,1652,"*",2024-07-25 21:01:01,34.0803333333333,-121.1725,"C",TRUE,TRUE,"S",8.7,5,5
"238","DASALL2024 (8).das",238,1652,"P",2024-07-25 21:01:21,34.0836666666667,-121.1735,"C",TRUE,TRUE,"S",8.7,5,5
"239","DASALL2024 (8).das",239,1652,"V",2024-07-25 21:01:21,34.0843333333333,-121.173666666667,"C",TRUE,TRUE,"S",8.7,5,5
"240","DASALL2024 (8).das",240,1652,"W",2024-07-25 21:01:21,34.0843333333333,-121.173666666667,"C",TRUE,TRUE,"S",8.7,5,5
"241","DASALL2024 (8).das",241,1652,"N",2024-07-25 21:01:21,34.0846666666667,-121.173666666667,"C",TRUE,TRUE,"S",10,5,5
"242","DASALL2024 (8).das",242,1652,"*",2024-07-25 21:03:01,34.0855,-121.174,"C",TRUE,TRUE,"S",10,5,5
