DiveNumber,StartDateTime_UTC,StartLatitude,StartLongitude,EndDateTime_UTC,EndLatitude,EndLongitude
34,19-Sep-2024 22:53:07,44.4009833333333,-125.28785,20-Sep-2024 04:41:36,44.34915,-125.2757
35,20-Sep-2024 04:48:01,44.3485,-125.275483333333,20-Sep-2024 10:32:37,44.3247666666667,-125.2172
36,20-Sep-2024 10:39:23,44.3249,-125.216966666667,20-Sep-2024 16:13:39,44.2705,-125.20915
37,20-Sep-2024 16:19:50,44.2692666666667,-125.207966666667,20-Sep-2024 21:41:37,44.2461666666667,-125.158033333333
38,20-Sep-2024 21:51:21,44.2457666666667,-125.15905,21-Sep-2024 03:29:49,44.19445,-125.137433333333
39,21-Sep-2024 03:35:59,44.1938,-125.137083333333,21-Sep-2024 09:19:04,44.15945,-125.103183333333
40,21-Sep-2024 09:29:04,44.1576166666667,-125.104116666667,21-Sep-2024 15:04:19,44.1113333333333,-125.092783333333
41,21-Sep-2024 15:10:37,44.1103166666667,-125.094183333333,21-Sep-2024 20:41:40,44.0829666666667,-125.058166666667
42,21-Sep-2024 20:48:10,44.0811333333333,-125.05835,22-Sep-2024 02:23:35,44.0404166666667,-125.048616666667
43,22-Sep-2024 02:30:16,44.03785,-125.050766666667,22-Sep-2024 08:14:09,44.0181333333333,-125.10795
44,22-Sep-2024 08:20:51,44.0167,-125.108383333333,22-Sep-2024 14:06:36,43.9928666666667,-125.160616666667
45,22-Sep-2024 14:13:11,43.9917,-125.160866666667,22-Sep-2024 19:55:41,43.9622833333333,-125.21445
46,22-Sep-2024 20:02:29,43.9609833333333,-125.215116666667,23-Sep-2024 01:34:06,43.92815,-125.267916666667
47,23-Sep-2024 01:40:53,43.9270333333333,-125.268916666667,23-Sep-2024 07:17:54,43.8955,-125.3333
48,23-Sep-2024 07:24:34,43.8945333333333,-125.334133333333,23-Sep-2024 12:56:07,43.8709,-125.392516666667
49,23-Sep-2024 13:02:13,43.8697666666667,-125.392883333333,23-Sep-2024 18:17:10,43.8392666666667,-125.458683333333
50,23-Sep-2024 18:23:31,43.8375,-125.45945,23-Sep-2024 23:53:39,43.8075,-125.5227
51,24-Sep-2024 00:00:03,43.8065833333333,-125.523066666667,24-Sep-2024 05:30:37,43.7726333333333,-125.598416666667
52,24-Sep-2024 05:36:27,43.7714166666667,-125.59955,24-Sep-2024 10:27:38,43.7707333333333,-125.58115
53,24-Sep-2024 10:41:30,43.76925,-125.582466666667,24-Sep-2024 16:08:40,43.74995,-125.6645
54,24-Sep-2024 16:16:39,43.7489333333333,-125.665983333333,24-Sep-2024 20:19:36,43.7162333333333,-125.724516666667
55,24-Sep-2024 20:25:22,43.7161,-125.724866666667,25-Sep-2024 02:14:07,43.6939833333333,-125.807033333333
56,25-Sep-2024 02:21:08,43.69305,-125.808,25-Sep-2024 07:25:15,43.65065,-125.863483333333
57,25-Sep-2024 07:31:22,43.6500666666667,-125.863833333333,25-Sep-2024 12:46:37,43.6476666666667,-125.9395
58,25-Sep-2024 12:58:01,43.6477333333333,-125.9403,25-Sep-2024 18:05:49,43.6222166666667,-125.983
59,25-Sep-2024 18:12:03,43.6221833333333,-125.98265,25-Sep-2024 23:20:13,43.6031166666667,-126.02345
60,25-Sep-2024 23:26:29,43.6029833333333,-126.023883333333,26-Sep-2024 04:35:37,43.5777833333333,-126.045516666667
61,26-Sep-2024 04:48:29,43.5786,-126.0482,26-Sep-2024 10:01:21,43.5491333333333,-126.081683333333
62,26-Sep-2024 10:09:43,43.5494333333333,-126.081616666667,26-Sep-2024 15:25:37,43.5470166666667,-126.043383333333
63,26-Sep-2024 15:32:06,43.5475333333333,-126.044266666667,26-Sep-2024 20:44:30,43.5227833333333,-126.037233333333
64,26-Sep-2024 20:56:16,43.5241666666667,-126.037666666667,27-Sep-2024 02:11:19,43.5103666666667,-126.0149
65,27-Sep-2024 02:18:04,43.5104833333333,-126.016016666667,27-Sep-2024 07:20:40,43.4857166666667,-125.9972
66,27-Sep-2024 07:29:51,43.4849,-125.997166666667,27-Sep-2024 12:28:06,43.4641833333333,-125.971433333333
67,27-Sep-2024 12:37:07,43.46345,-125.9733,27-Sep-2024 17:36:37,43.4603833333333,-125.9366
68,27-Sep-2024 17:44:33,43.4606833333333,-125.937816666667,27-Sep-2024 22:51:19,43.4340833333333,-125.9089
69,27-Sep-2024 23:02:05,43.4321666666667,-125.9113,28-Sep-2024 04:11:06,43.42825,-125.874816666667
70,28-Sep-2024 04:19:31,43.4275333333333,-125.87675,28-Sep-2024 09:26:27,43.402,-125.8444
71,28-Sep-2024 09:32:48,43.4016666666667,-125.8465,28-Sep-2024 14:43:19,43.3860666666667,-125.807766666667
72,28-Sep-2024 14:49:48,43.3858666666667,-125.809133333333,28-Sep-2024 19:52:40,43.3711,-125.769616666667
73,28-Sep-2024 19:59:04,43.3695833333333,-125.771066666667,29-Sep-2024 00:52:01,43.3408666666667,-125.72785
74,29-Sep-2024 00:58:45,43.3403,-125.730366666667,29-Sep-2024 06:00:11,43.3240166666667,-125.6867
75,29-Sep-2024 06:07:19,43.32425,-125.68775,29-Sep-2024 11:15:03,43.2948166666667,-125.6354
76,29-Sep-2024 11:25:33,43.2930833333333,-125.635666666667,29-Sep-2024 15:50:07,43.2732833333333,-125.581416666667
77,29-Sep-2024 15:57:01,43.2729333333333,-125.58185,29-Sep-2024 20:54:08,43.2458333333333,-125.52745
78,29-Sep-2024 21:00:51,43.2452,-125.52805,30-Sep-2024 01:56:44,43.2027333333333,-125.470283333333
79,30-Sep-2024 02:03:12,43.20195,-125.470616666667,30-Sep-2024 07:04:55,43.175,-125.410433333333
80,30-Sep-2024 07:11:40,43.1732166666667,-125.410883333333,30-Sep-2024 12:08:57,43.1340666666667,-125.344866666667
81,30-Sep-2024 12:18:51,43.1325833333333,-125.345433333333,30-Sep-2024 17:21:10,43.1004166666667,-125.282466666667
82,30-Sep-2024 17:27:48,43.0993833333333,-125.282416666667,30-Sep-2024 22:21:34,43.0713833333333,-125.225616666667
83,30-Sep-2024 22:27:55,43.0693666666667,-125.225333333333,01-Oct-2024 03:25:37,43.0298833333333,-125.1714
84,01-Oct-2024 03:32:45,43.0288666666667,-125.171983333333,01-Oct-2024 08:31:05,43.0089666666667,-125.122266666667
85,01-Oct-2024 08:43:30,43.008,-125.121716666667,01-Oct-2024 13:50:42,42.97445,-125.0675
86,01-Oct-2024 13:57:49,42.9728166666667,-125.067683333333,01-Oct-2024 18:13:29,42.9754166666667,-125.0188
87,01-Oct-2024 18:19:55,42.9745166666667,-125.0192,01-Oct-2024 23:13:40,42.9447833333333,-125.052733333333
88,01-Oct-2024 23:20:08,42.9437833333333,-125.05315,02-Oct-2024 04:19:37,42.9158666666667,-125.0941
89,02-Oct-2024 04:26:07,42.9151166666667,-125.094716666667,02-Oct-2024 09:22:14,42.89855,-125.141616666667
90,02-Oct-2024 09:30:40,42.8959166666667,-125.1421,02-Oct-2024 14:28:45,42.8527,-125.170533333333
91,02-Oct-2024 14:35:20,42.8513166666667,-125.172716666667,02-Oct-2024 19:26:07,42.8401666666667,-125.226233333333
92,02-Oct-2024 19:32:21,42.8392666666667,-125.22735,03-Oct-2024 00:36:07,42.7979166666667,-125.2528
93,03-Oct-2024 00:44:43,42.7962166666667,-125.255083333333,03-Oct-2024 05:46:36,42.7749166666667,-125.311783333333
94,03-Oct-2024 05:53:51,42.7734833333333,-125.31385,03-Oct-2024 10:57:04,42.7463166666667,-125.364616666667
95,03-Oct-2024 11:03:36,42.7453833333333,-125.3667,03-Oct-2024 15:58:06,42.7011166666667,-125.404083333333
96,03-Oct-2024 16:04:46,42.69965,-125.406516666667,03-Oct-2024 21:03:09,42.6810833333333,-125.470733333333
97,03-Oct-2024 21:09:39,42.6794166666667,-125.47345,04-Oct-2024 02:05:07,42.6307666666667,-125.465633333333
98,04-Oct-2024 02:13:18,42.63005,-125.46695,04-Oct-2024 07:15:08,42.6191833333333,-125.538883333333
99,04-Oct-2024 07:21:39,42.6189,-125.540133333333,04-Oct-2024 12:24:01,42.5774833333333,-125.565566666667
100,04-Oct-2024 12:30:33,42.5757,-125.565933333333,04-Oct-2024 17:22:06,42.5523166666667,-125.618466666667
101,04-Oct-2024 17:28:27,42.5522,-125.617133333333,04-Oct-2024 22:26:07,42.53225,-125.655783333333
102,04-Oct-2024 22:38:52,42.5323,-125.655883333333,05-Oct-2024 03:43:08,42.4989,-125.684283333333
103,05-Oct-2024 03:51:31,42.4997166666667,-125.684183333333,05-Oct-2024 09:01:08,42.4885833333333,-125.7351
104,05-Oct-2024 09:07:48,42.4886666666667,-125.736933333333,05-Oct-2024 13:58:45,42.4620833333333,-125.77295
105,05-Oct-2024 14:04:58,42.46215,-125.774933333333,05-Oct-2024 19:02:00,42.4411,-125.812633333333
106,05-Oct-2024 19:08:14,42.44095,-125.814533333333,05-Oct-2024 23:52:42,42.4136166666667,-125.836166666667
107,05-Oct-2024 23:59:03,42.41325,-125.836683333333,06-Oct-2024 04:59:02,42.3813,-125.877566666667
108,06-Oct-2024 05:05:10,42.3809666666667,-125.877383333333,06-Oct-2024 10:00:38,42.3693833333333,-125.91115
109,06-Oct-2024 10:06:49,42.3695333333333,-125.909816666667,06-Oct-2024 15:10:33,42.3366666666667,-125.929216666667
110,06-Oct-2024 15:18:35,42.338,-125.92895,06-Oct-2024 20:18:56,42.3180166666667,-125.967616666667
111,06-Oct-2024 20:25:29,42.31785,-125.966916666667,07-Oct-2024 01:15:59,42.2844166666667,-125.9893
112,07-Oct-2024 01:22:37,42.28565,-125.990833333333,07-Oct-2024 06:21:36,42.2763833333333,-125.943083333333
113,07-Oct-2024 06:28:16,42.2762,-125.94345,07-Oct-2024 11:32:09,42.2636,-125.8966
114,07-Oct-2024 11:40:07,42.2646333333333,-125.89765,07-Oct-2024 16:42:36,42.2509666666667,-125.863283333333
115,07-Oct-2024 16:49:12,42.2506,-125.863666666667,07-Oct-2024 21:58:37,42.2492833333333,-125.82485
116,07-Oct-2024 22:05:09,42.2488833333333,-125.826766666667,08-Oct-2024 02:56:10,42.2310666666667,-125.790983333333
117,08-Oct-2024 03:02:36,42.2313666666667,-125.791033333333,08-Oct-2024 07:47:09,42.2129333333333,-125.764166666667
118,08-Oct-2024 07:55:49,42.2138833333333,-125.76565,08-Oct-2024 12:40:36,42.2038333333333,-125.731683333333
119,08-Oct-2024 12:46:40,42.2049666666667,-125.73215,08-Oct-2024 17:43:09,42.19055,-125.711133333333
120,08-Oct-2024 19:01:56,42.2025166666667,-125.728483333333,08-Oct-2024 19:30:31,42.20485,-125.73
121,08-Oct-2024 19:45:10,42.2074333333333,-125.732116666667,09-Oct-2024 00:30:25,42.2092666666667,-125.691966666667
122,09-Oct-2024 00:37:13,42.2116166666667,-125.693166666667,09-Oct-2024 05:25:58,42.1991833333333,-125.666533333333
123,09-Oct-2024 05:33:37,42.2016333333333,-125.668616666667,09-Oct-2024 10:02:07,42.1933333333333,-125.636583333333
124,09-Oct-2024 10:08:22,42.1955,-125.6382,09-Oct-2024 14:47:39,42.1913833333333,-125.6129
125,09-Oct-2024 14:54:13,42.1939,-125.614833333333,09-Oct-2024 19:38:39,42.1884333333333,-125.59865
126,09-Oct-2024 19:48:45,42.19245,-125.600616666667,10-Oct-2024 00:38:06,42.1865333333333,-125.580283333333
127,10-Oct-2024 00:46:48,42.1894833333333,-125.5818,10-Oct-2024 05:32:41,42.1714,-125.569066666667
128,10-Oct-2024 05:38:59,42.1731,-125.571283333333,10-Oct-2024 10:20:19,42.1687833333333,-125.54435
129,10-Oct-2024 10:29:04,42.17145,-125.545966666667,10-Oct-2024 15:21:04,42.1638166666667,-125.532883333333
130,10-Oct-2024 15:29:25,42.1654833333333,-125.534116666667,10-Oct-2024 20:19:07,42.1567,-125.5217
131,10-Oct-2024 20:27:02,42.15845,-125.523966666667,11-Oct-2024 01:13:11,42.1463666666667,-125.509733333333
132,11-Oct-2024 01:19:45,42.1478333333333,-125.511516666667,11-Oct-2024 05:30:42,42.1208333333333,-125.497233333333
133,11-Oct-2024 05:37:16,42.1212666666667,-125.498583333333,11-Oct-2024 09:50:11,42.1003666666667,-125.470433333333
134,11-Oct-2024 09:52:34,42.1003,-125.471083333333,11-Oct-2024 13:57:31,42.08415,-125.447083333333
135,11-Oct-2024 14:10:14,42.0836333333333,-125.451166666667,11-Oct-2024 18:16:39,42.0656833333333,-125.428533333333
136,11-Oct-2024 18:19:01,42.0656,-125.429466666667,11-Oct-2024 22:30:41,42.0521,-125.39585
137,11-Oct-2024 22:39:19,42.0513833333333,-125.398416666667,12-Oct-2024 02:20:45,42.04405,-125.369083333333
138,12-Oct-2024 02:27:14,42.0433166666667,-125.369216666667,12-Oct-2024 06:48:06,42.0196833333333,-125.342466666667
139,12-Oct-2024 06:54:34,42.01885,-125.343516666667,12-Oct-2024 11:04:19,42.0060333333333,-125.312483333333
140,12-Oct-2024 11:12:24,42.0060833333333,-125.313116666667,12-Oct-2024 15:23:41,41.9949333333333,-125.2672
141,12-Oct-2024 15:30:16,41.9948,-125.268033333333,12-Oct-2024 19:43:14,41.9787833333333,-125.225366666667
142,12-Oct-2024 19:49:12,41.9789666666667,-125.225116666667,13-Oct-2024 00:06:05,41.9689833333333,-125.174066666667
143,13-Oct-2024 00:12:11,41.9691166666667,-125.173983333333,13-Oct-2024 04:23:01,41.9601833333333,-125.120816666667
144,13-Oct-2024 04:29:13,41.9601833333333,-125.119683333333,13-Oct-2024 07:38:30,41.94315,-125.091233333333
145,13-Oct-2024 07:43:57,41.9429166666667,-125.091966666667,13-Oct-2024 10:45:06,41.9413666666667,-125.062733333333
146,13-Oct-2024 10:50:18,41.9423833333333,-125.062516666667,13-Oct-2024 13:51:34,41.9442666666667,-125.0325
147,13-Oct-2024 13:56:59,41.9448833333333,-125.032533333333,13-Oct-2024 16:59:58,41.93715,-125.013766666667
148,13-Oct-2024 17:05:21,41.9376166666667,-125.0138,13-Oct-2024 20:08:04,41.9240666666667,-124.990833333333
149,13-Oct-2024 20:13:50,41.9243166666667,-124.991,13-Oct-2024 23:25:36,41.9117833333333,-124.963416666667
150,13-Oct-2024 23:31:11,41.912,-124.963333333333,14-Oct-2024 02:28:33,41.90695,-124.939616666667
151,14-Oct-2024 02:37:46,41.9075666666667,-124.93965,14-Oct-2024 05:42:04,41.8991833333333,-124.9184
152,14-Oct-2024 05:47:48,41.9,-124.9185,14-Oct-2024 08:57:31,41.8833666666667,-124.901416666667
153,14-Oct-2024 09:05:08,41.8844333333333,-124.901533333333,14-Oct-2024 11:44:31,41.8769833333333,-124.8828
154,14-Oct-2024 11:51:31,41.8779,-124.882683333333,14-Oct-2024 14:34:55,41.8750166666667,-124.866283333333
155,14-Oct-2024 14:41:39,41.8756333333333,-124.866683333333,14-Oct-2024 17:19:25,41.8730666666667,-124.855133333333
156,14-Oct-2024 17:27:04,41.8740666666667,-124.855533333333,14-Oct-2024 20:05:20,41.8681833333333,-124.8376
157,14-Oct-2024 20:10:09,41.8690333333333,-124.837333333333,14-Oct-2024 22:48:20,41.8587166666667,-124.8194
158,14-Oct-2024 22:53:25,41.8590333333333,-124.818866666667,15-Oct-2024 01:35:07,41.8521333333333,-124.800366666667
159,15-Oct-2024 01:40:18,41.8522666666667,-124.800333333333,15-Oct-2024 04:18:35,41.8504833333333,-124.785716666667
160,15-Oct-2024 04:23:47,41.8510333333333,-124.786683333333,15-Oct-2024 07:02:26,41.84715,-124.77525
161,15-Oct-2024 07:07:27,41.8477833333333,-124.776216666667,15-Oct-2024 09:44:25,41.84075,-124.758433333333
162,15-Oct-2024 09:51:32,41.8419333333333,-124.757733333333,15-Oct-2024 12:29:43,41.8338,-124.736066666667
163,15-Oct-2024 12:34:55,41.8343833333333,-124.735383333333,15-Oct-2024 15:10:01,41.8362166666667,-124.71485
164,15-Oct-2024 15:15:21,41.83745,-124.715533333333,15-Oct-2024 17:49:01,41.8371,-124.70265
165,15-Oct-2024 17:54:14,41.8382,-124.703116666667,15-Oct-2024 20:28:51,41.8314333333333,-124.696116666667
166,15-Oct-2024 20:33:28,41.83175,-124.696133333333,15-Oct-2024 23:07:19,41.8204666666667,-124.682816666667
167,15-Oct-2024 23:12:23,41.8204833333333,-124.683333333333,16-Oct-2024 01:28:34,41.8136,-124.66745
168,16-Oct-2024 01:37:34,41.8133666666667,-124.669333333333,16-Oct-2024 04:13:32,41.8090333333333,-124.691783333333
169,16-Oct-2024 04:18:35,41.8093333333333,-124.6932,16-Oct-2024 06:53:54,41.8031666666667,-124.70655
170,16-Oct-2024 06:58:52,41.80385,-124.707116666667,16-Oct-2024 09:35:31,41.7909333333333,-124.7118
171,16-Oct-2024 09:40:21,41.7910666666667,-124.711433333333,16-Oct-2024 12:21:28,41.7750166666667,-124.72535
172,16-Oct-2024 12:26:12,41.7750833333333,-124.7255,16-Oct-2024 15:06:13,41.7639,-124.747233333333
173,16-Oct-2024 15:14:55,41.7637833333333,-124.74825,16-Oct-2024 17:58:14,41.75955,-124.76865
174,16-Oct-2024 18:03:31,41.7597666666667,-124.769566666667,16-Oct-2024 21:12:34,41.7427333333333,-124.765616666667
175,16-Oct-2024 21:19:55,41.74315,-124.764583333333,17-Oct-2024 00:23:08,41.7186666666667,-124.777683333333
176,17-Oct-2024 00:28:39,41.7181,-124.777683333333,17-Oct-2024 03:34:22,41.70165,-124.80235
177,17-Oct-2024 03:44:35,41.7020833333333,-124.803266666667,17-Oct-2024 06:57:06,41.6940166666667,-124.82035
178,17-Oct-2024 07:10:02,41.6954833333333,-124.822783333333,17-Oct-2024 10:21:09,41.67825,-124.830366666667
179,17-Oct-2024 10:28:47,41.6791833333333,-124.829616666667,17-Oct-2024 13:41:55,41.6586333333333,-124.85095
180,17-Oct-2024 13:47:15,41.65925,-124.85125,17-Oct-2024 17:02:31,41.64695,-124.867283333333
181,17-Oct-2024 17:07:37,41.6477333333333,-124.868383333333,17-Oct-2024 20:15:06,41.6357666666667,-124.875216666667
182,17-Oct-2024 20:25:23,41.6360666666667,-124.8755,17-Oct-2024 23:34:35,41.6088833333333,-124.88285
183,17-Oct-2024 23:40:13,41.6074666666667,-124.8831,18-Oct-2024 02:47:00,41.5787,-124.88715
184,18-Oct-2024 02:54:45,41.57755,-124.888216666667,18-Oct-2024 05:59:48,41.5682,-124.9171
185,18-Oct-2024 06:07:31,41.5686333333333,-124.918366666667,18-Oct-2024 08:30:19,41.5629666666667,-124.927016666667
186,18-Oct-2024 08:38:53,41.5636833333333,-124.927466666667,18-Oct-2024 11:02:01,41.5510166666667,-124.93595
187,18-Oct-2024 11:08:11,41.55065,-124.935116666667,18-Oct-2024 14:18:15,41.5307,-124.956233333333
188,18-Oct-2024 14:25:49,41.5301833333333,-124.956283333333,18-Oct-2024 17:34:19,41.5147166666667,-124.9811
189,18-Oct-2024 17:39:53,41.5148666666667,-124.98025,18-Oct-2024 20:47:09,41.4963166666667,-124.9956
190,18-Oct-2024 20:52:34,41.49555,-124.994716666667,19-Oct-2024 00:56:08,41.45035,-125.0181
191,19-Oct-2024 01:02:10,41.4493,-125.018233333333,19-Oct-2024 05:18:02,41.4131,-125.053583333333
192,19-Oct-2024 05:24:18,41.4134333333333,-125.05255,19-Oct-2024 09:35:13,41.3838666666667,-125.065716666667
193,19-Oct-2024 09:41:57,41.3840166666667,-125.065183333333,19-Oct-2024 13:52:40,41.3425666666667,-125.0926
194,19-Oct-2024 14:01:12,41.3410333333333,-125.090866666667,19-Oct-2024 18:09:43,41.3136333333333,-125.130983333333
195,19-Oct-2024 18:15:55,41.31305,-125.131033333333,19-Oct-2024 22:27:39,41.2766666666667,-125.163216666667
196,19-Oct-2024 22:35:52,41.2762166666667,-125.16315,20-Oct-2024 02:57:02,41.2242,-125.19005
197,20-Oct-2024 03:03:25,41.2234833333333,-125.189783333333,20-Oct-2024 07:05:33,41.1863333333333,-125.236433333333
198,20-Oct-2024 07:12:00,41.1854166666667,-125.236566666667,20-Oct-2024 11:22:07,41.1425166666667,-125.262483333333
199,20-Oct-2024 11:30:41,41.1423333333333,-125.2629,20-Oct-2024 15:32:24,41.1021833333333,-125.272583333333
200,20-Oct-2024 15:38:35,41.1026,-125.272,20-Oct-2024 19:56:53,41.099,-125.228783333333
201,20-Oct-2024 20:03:12,41.0983166666667,-125.2295,21-Oct-2024 00:19:07,41.0774333333333,-125.188966666667
202,21-Oct-2024 00:25:07,41.0775166666667,-125.1894,21-Oct-2024 04:37:49,41.0445,-125.140583333333
203,21-Oct-2024 04:44:05,41.0441,-125.138733333333,21-Oct-2024 09:05:49,41.0344666666667,-125.081366666667
204,21-Oct-2024 09:12:10,41.03335,-125.08135,21-Oct-2024 13:34:54,41.0094166666667,-125.030466666667
205,21-Oct-2024 13:41:24,41.00975,-125.028966666667,21-Oct-2024 18:02:10,40.98145,-124.982033333333
206,21-Oct-2024 18:09:06,40.9814333333333,-124.9818,21-Oct-2024 22:05:42,40.9678833333333,-124.933816666667
207,21-Oct-2024 22:11:46,40.96815,-124.933466666667,22-Oct-2024 02:41:08,40.9391333333333,-124.8834
208,22-Oct-2024 02:47:55,40.9385666666667,-124.881216666667,22-Oct-2024 07:00:38,40.9569166666667,-124.914983333333
209,22-Oct-2024 07:06:49,40.9554666666667,-124.9151,22-Oct-2024 11:24:08,40.9774666666667,-124.939083333333
210,22-Oct-2024 11:30:16,40.9773166666667,-124.939316666667,22-Oct-2024 15:48:44,40.9497166666667,-124.912266666667
211,22-Oct-2024 15:56:33,40.9492,-124.90975,22-Oct-2024 19:53:28,40.9706,-124.93425
212,22-Oct-2024 20:00:19,40.9695833333333,-124.93405,23-Oct-2024 00:14:34,40.9516333333333,-124.901233333333
213,23-Oct-2024 00:20:55,40.9514333333333,-124.9009,23-Oct-2024 04:00:29,40.9568833333333,-124.9347
214,23-Oct-2024 04:06:16,40.9558333333333,-124.932916666667,23-Oct-2024 08:19:05,40.9784166666667,-124.88615
215,23-Oct-2024 08:25:15,40.9779,-124.885766666667,23-Oct-2024 12:37:16,40.9726166666667,-124.9218
216,23-Oct-2024 13:17:26,40.9703833333333,-124.924716666667,23-Oct-2024 17:17:13,40.9442333333333,-124.92405
217,23-Oct-2024 17:27:00,40.9427833333333,-124.921933333333,23-Oct-2024 21:36:57,40.9293,-124.865783333333
218,23-Oct-2024 21:46:26,40.9285,-124.865566666667,24-Oct-2024 02:03:09,40.9065666666667,-124.818716666667
219,24-Oct-2024 02:15:19,40.9053,-124.819783333333,24-Oct-2024 06:54:35,40.8753,-124.786583333333
220,24-Oct-2024 07:02:58,40.8742166666667,-124.786783333333,24-Oct-2024 10:50:35,40.8642,-124.753883333333
221,24-Oct-2024 10:58:52,40.8632,-124.754666666667,24-Oct-2024 14:48:37,40.8522166666667,-124.718483333333
222,24-Oct-2024 14:54:44,40.8516166666667,-124.719933333333,24-Oct-2024 18:13:23,40.8395833333333,-124.6956
223,24-Oct-2024 18:19:13,40.8391833333333,-124.696433333333,24-Oct-2024 21:30:09,40.82415,-124.67015
224,24-Oct-2024 21:39:56,40.8226833333333,-124.670683333333,25-Oct-2024 00:49:45,40.8124333333333,-124.637716666667
225,25-Oct-2024 00:54:56,40.8114166666667,-124.6379,25-Oct-2024 03:31:24,40.79045,-124.61455
226,25-Oct-2024 03:38:59,40.7900333333333,-124.614933333333,25-Oct-2024 06:17:32,40.7715166666667,-124.587233333333
227,25-Oct-2024 06:22:46,40.77105,-124.587333333333,25-Oct-2024 08:36:01,40.7776,-124.569683333333
228,25-Oct-2024 08:42:21,40.7772166666667,-124.569616666667,25-Oct-2024 10:57:01,40.7735166666667,-124.5874
