"Id","Latitude","Longitude","UTC","DeviceName","DeviceId","Message","recordingEffort","knots","DriftName","DeploymentSite","bearing","distance","seadepth"
2173398446,46.87912,-126.15547,2024-08-17 19:00:22,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,NA,"CalCurCEAS_001","COL",7.32615140227214,17.9333598092719,2598
2173401348,46.87928,-126.15544,2024-08-17 19:00:41,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,NA,"CalCurCEAS_001","COL",74.4752865210598,16.6138408573264,2598
2173401098,46.87932,-126.15523,2024-08-17 19:05:15,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.190641963954815,"CalCurCEAS_001","COL",214.438052878004,5.39169795262385,2598
2173401299,46.87928,-126.15527,2024-08-17 19:05:41,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.0837990304193482,"CalCurCEAS_001","COL",111.552789273906,39.3397695986585,2598
2173404188,46.87915,-126.15479,2024-08-17 19:11:30,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.199162456019741,"CalCurCEAS_001","COL",214.438119563108,1.34792570452807,2598
2173404192,46.87914,-126.1548,2024-08-17 19:11:31,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.216511185332394,"CalCurCEAS_001","COL",105.666467813208,20.5838148197129,2598
2173406063,46.87909,-126.15454,2024-08-17 19:15:21,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.169564661982795,"CalCurCEAS_001","COL",180,0,2598
2173406238,46.87909,-126.15454,2024-08-17 19:15:41,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.159730403000972,"CalCurCEAS_001","COL",106.79021712168,23.0903399456206,2598
2173408330,46.87903,-126.15425,2024-08-17 19:20:10,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.155000897904858,"CalCurCEAS_001","COL",180,6.6701088577077,2598
2173408584,46.87897,-126.15425,2024-08-17 19:20:41,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.166964700044547,"CalCurCEAS_001","COL",114.351360311573,24.2647725489822,2598
2173410901,46.87888,-126.15396,2024-08-17 19:25:21,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.172729062188413,"CalCurCEAS_001","COL",228.813314215257,5.0645090393977,2598
2173411146,46.87885,-126.15401,2024-08-17 19:25:51,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.141694409197752,"CalCurCEAS_001","COL",116.697111111304,24.7439380416272,2598
2173413227,46.87875,-126.15372,2024-08-17 19:30:19,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.151777079085266,"CalCurCEAS_001","COL",59.7429096560129,4.41249283429449,2598
2173413432,46.87877,-126.15367,2024-08-17 19:30:47,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.17958685566647,"CalCurCEAS_001","COL",136.169756592849,23.115290352725,2598
2173415556,46.87862,-126.15346,2024-08-17 19:35:20,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.15809247498176,"CalCurCEAS_001","COL",192.874724505936,3.42106104720753,2598
2173415764,46.87859,-126.15347,2024-08-17 19:35:45,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.163769449942462,"CalCurCEAS_001","COL",111.436698511462,21.2922950877735,2598
2173417969,46.87852,-126.15321,2024-08-17 19:40:31,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.137624735860371,"CalCurCEAS_001","COL",110.031382830665,3.24546282632786,2598
2173418178,46.87851,-126.15317,2024-08-17 19:40:56,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.15305982823437,"CalCurCEAS_001","COL",126.098742137561,20.7551799207943,2598
2173420392,46.8784,-126.15295,2024-08-17 19:45:21,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.159820928720714,"CalCurCEAS_001","COL",89.9999963504768,0.762283813005744,2598
2173420492,46.8784,-126.15294,2024-08-17 19:45:34,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.149169425148624,"CalCurCEAS_001","COL",78.2313905448805,21.8022294846001,2598
2173422793,46.87844,-126.15266,2024-08-17 19:50:20,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.146304714195541,"CalCurCEAS_001","COL",185.5947038761,15.6380787267072,2598
2173423018,46.8783,-126.15268,2024-08-17 19:50:50,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.139509806856436,"CalCurCEAS_001","COL",111.436592505112,21.2923943376227,2598
2173425160,46.87823,-126.15242,2024-08-17 19:55:25,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.188656193883421,"CalCurCEAS_001","COL",180,2.22336931533966,2598
2173427732,46.87821,-126.15242,2024-08-17 19:55:50,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.143570656750796,"CalCurCEAS_001","COL",119.288207616543,22.7243386552819,2598
2173427443,46.87811,-126.15216,2024-08-17 20:00:20,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.15711267948134,"CalCurCEAS_001","COL",0,1.11168463740809,2598
2173427676,46.87812,-126.15216,2024-08-17 20:00:50,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.143570847598591,"CalCurCEAS_001","COL",138.013051551914,23.9297710910977,2598
2173429909,46.87796,-126.15195,2024-08-17 20:05:22,"BF","0-4483005","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.148489815522058,"CalCurCEAS_001","COL",120.256675044255,4.41254221864219,2598
2173430173,46.87794,-126.1519,2024-08-17 20:05:57,"BE","0-4482517","MessageType: UNLIMITED-TRACK, Battery State: GOOD",TRUE,0.177976181990444,"CalCurCEAS_001","COL",134.193245053651,22.3267773468854,2598
